id,gen_summary,sent,label,lexrank_rank,rouge1_rank,bertscore_rank,perplexity_rank,lexrank,rouge1,bertscore,perplexity
xsum__validation__17360501__reference__0,"We were always told to not play with our food, but these two brothers from China clearly never listened!",Nan Weidong and Nan Weiping have been transforming vegetables into musical instruments for two years.,2,0,2,3,1,1.0720179669398575,0.058823529411764705,0.8424710631370544,6.2586822509765625
xsum__validation__17360501__reference__0,"We were always told to not play with our food, but these two brothers from China clearly never listened!",Their dad was a music teacher and encouraged them to be musical from a young age - but carrot panpipes probably weren't what he had in mind!,2,5,0,1,0,0.9506940021308837,0.13043478260869565,0.8581160306930542,11.777576446533203
xsum__validation__17360501__reference__0,"We were always told to not play with our food, but these two brothers from China clearly never listened!",Weidong says it's important the veg is fresh - otherwise it risks being out of tune.,1,4,4,2,5,0.9772880309292507,0.0,0.8472121953964233,-9.553380966186523
xsum__validation__17360501__reference__0,"We were always told to not play with our food, but these two brothers from China clearly never listened!","And no vegetable is too much of a challenge: they've turned a sweet potato into an ocarina, a bamboo shoot has become a flute, and a yam has doubled up as a whistle.",2,2,5,4,2,1.0,0.0,0.8346684575080872,2.2040328979492188
xsum__validation__17360501__reference__0,"We were always told to not play with our food, but these two brothers from China clearly never listened!",Watch the clip to see them in action!,0,3,1,0,3,1.0,0.07407407407407407,0.8699240684509277,1.8305854797363281
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"The town is home to the prestigious Leander Club, which has trained more than 100 Olympic medal-winning rowers.",2,4,2,2,2,1.039777358377997,0.32558139534883723,0.8656709790229797,0.9016447067260742
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"Prime Minister David Cameron previously said the plan was a ""very good idea"".",0,5,9,7,8,1.0,0.10810810810810811,0.8405351042747498,-0.5387372970581055
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"Royal Mail spokesman Simon Fellman said: ""We're delighted to do it and we're pleased so many people are delighted about it.""",0,0,10,8,7,1.1285403726797574,0.0851063829787234,0.835371196269989,-0.42426109313964844
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,The Royal Mail has painted more than 50 postboxes gold following Team GB's gold medal haul at London 2012.,2,1,1,1,0,1.12677314008057,0.3636363636363636,0.8917967081069946,1.7446074485778809
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"Originally it said it was only painting them in ""winners' home towns, or towns with which they are closely associated"".",0,9,7,4,9,0.8650158425462449,0.13636363636363635,0.8502460718154907,-0.5546417236328125
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"Town mayor Elizabeth Hodgkin said: ""We are the home of rowing... I feel very excited about it.",1,2,4,3,5,1.0697753184489545,0.19512195121951217,0.8586536645889282,-0.09698915481567383
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"""I think it's wonderful news, it's a great thing for the town.""",0,3,6,6,10,1.0420517700447438,0.15789473684210525,0.8437854647636414,-0.6118311882019043
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"Mr Fellman said: ""It's almost like the torch has come again. It's a piece of the Olympics coming back to people's doorsteps.",0,8,3,10,6,0.9536281724728431,0.20408163265306126,0.8343373537063599,-0.22583627700805664
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"""The support for the boxes, it's kind of like the new tourist attraction. It's fantastic and I think people have really taken it to their hearts.""",0,10,8,9,4,0.8281005094434974,0.11538461538461538,0.8345807790756226,-0.03352642059326172
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,The Henley-on-Thames postbox was painted on Friday.,2,7,0,0,1,0.962957805323324,0.36363636363636365,0.9134660363197327,1.124863624572754
xsum__test__19296638__reference__0,The Royal Mail has painted a postbox gold in the Oxfordshire town of Henley-on-Thames - in recognition of its medal winning rowing club.,"The town is holding a victory bus parade for more than 24 Olympians on 25 August, along with a civic reception.",0,6,5,5,3,0.983379710582017,0.17777777777777778,0.8476858139038086,0.15684795379638672
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"The businessman and star of BBC One's The Apprentice said that after his two-year tenure his work was ""complete"".",0,5,4,5,0,0.803758315227803,0.10256410256410256,0.8471655249595642,0.7582216262817383
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"The service offers 70 live Freeview channels and is a joint venture between the BBC, ITV, BT, Channel 4, Channel 5, TalkTalk and Arqiva.",0,4,5,6,4,0.8347212874264037,0.09523809523809525,0.833365797996521,-0.07132124900817871
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"YouView said Lord Sugar would go ""in the next few weeks"" and a new chairman would be announced in due course.",3,0,1,0,6,1.215934770746037,0.20512820512820512,0.8717182874679565,-0.15494084358215332
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"Formerly known as Project Canvas, YouView is a free web-connected TV service combining Freeview digital channels with on-demand content such as iPlayer. It is accessed via a set-top box.",1,2,3,3,1,1.1196437668906891,0.19999999999999998,0.8548871874809265,0.42760467529296875
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"Lord Sugar said: ""When I joined YouView in 2011, my brief from the shareholders was to use my experience in the electronics industry to get the product to market and into the homes of consumers.",2,1,0,1,2,1.1454895853748333,0.22641509433962265,0.866550624370575,0.006166934967041016
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"""Having done that successfully, my job is complete and I will now focus my time and attention into my other businesses.""",3,6,6,4,3,0.7890864838394291,0.05128205128205128,0.8534278869628906,-0.016225337982177734
xsum__validation__21647035__reference__0,Lord Sugar is to step down from his role as non-executive chairman of internet TV service YouView.,"YouView faces competition from rivals such as Sky, which has an on-demand service, and Virgin Media with its Tivo service.",0,3,2,2,5,1.0913657904947696,0.20512820512820512,0.8627935647964478,-0.10135698318481445
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"The shrine is being built by Manoj Tiwary, a local film star, and will be opened to the public early next year.",1,9,9,5,1,0.7033845044372339,0.0975609756097561,0.8649506568908691,1.1567356586456299
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,Tendulkar retired from international cricket following India's victory over the West Indies in a Test in Mumbai last week.,2,6,0,4,2,1.096495263230235,0.25641025641025644,0.8656747341156006,0.7444617748260498
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"Shortly afterwards he was awarded the country's highest civilian honour, the Bharat Ratna.",1,7,11,7,9,1.0,0.0,0.8521662354469299,-0.01697993278503418
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,Many of his fans in India describe Tendulkar as the god of cricket.,1,3,1,0,11,1.195211077053174,0.25,0.8966156840324402,-0.1533665657043457
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"On Tuesday, Mr Tiwary inaugurated the 5ft 6in (167cm) deity of Tendulkar amid prayers at the site of the proposed temple in Atraulia village in Bhabhua district in Bihar.",2,4,2,6,0,1.1223826317329275,0.25,0.8641862869262695,1.649109125137329
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"The idol of the star, sporting a blue jersey with the World Cup in his hand, is made of marble.",1,10,5,9,5,0.62509192304051,0.15384615384615385,0.8427359461784363,0.12167477607727051
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"The 6000 sq ft (557 square metres) temple will cost seven million rupees ($112,464; Â£69,805) and will contain idols of other cricketers such as Indian captain MS Dhoni and star batsman Yuvraj Singh.",1,8,8,10,4,0.8123731027130844,0.11111111111111112,0.8358910083770752,0.13941597938537598
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,Mr Tiwary hopes that Tendulkar will inaugurate the temple when it is ready.,0,0,6,1,3,1.2610847792357371,0.125,0.8788683414459229,0.18325400352478027
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"""I decided to build the temple in my village soon after India won the World Cup cricket in 2011"", he told the BBC.",0,1,3,3,7,1.2425887700168623,0.23809523809523808,0.8665388226509094,0.05432844161987305
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"""The temple will provide an opportunity to the lovers of cricket from around the world to pay their respects to these cricketers who are nothing short of gods in India.""",2,5,7,2,10,1.1107597193612055,0.12244897959183673,0.8665696978569031,-0.024966955184936523
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,Tendulkar bowed out of international cricket after his 200th Test match - 24 years and one day after his first.,0,2,4,8,6,1.2226308102376127,0.15789473684210525,0.8510277271270752,0.05812382698059082
xsum__train__25013022__reference__0,Indian cricket legend Sachin Tendulkar might soon be worshipped in a temple planned in his name in Bihar state.,"He played in 664 international matches, scoring 34,357 runs and making 100 centuries. He scored almost 2,500 more Test runs than the second-placed batsman, Ricky Ponting.",0,11,10,11,8,0.6079974189414091,0.041666666666666664,0.8246589303016663,0.02442336082458496
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,The Paris St-Germain striker scored twice against Portugal on Tuesday but Cristiano Ronaldo's hat-trick took his side through 4-2 on aggregate.,1,0,7,7,1,1.175351456046341,0.04545454545454545,0.842335045337677,1.1106760501861572
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"Ibrahimovic, 32, said: ""It was probably the last attempt to reach the World Cup with the national team for me.",0,4,4,2,2,1.1291409469727187,0.20512820512820512,0.873117208480835,0.3231654167175293
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"""A World Cup without me is nothing to watch so it is not worthwhile to wait for the World Cup.""",3,8,1,1,0,0.9468700898402044,0.358974358974359,0.8884069323539734,5.60136604309082
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"The play-off between Sweden and Portugal, who had both finished second in their qualifying groups, had been billed as a showdown between Ibrahimovic and Ronaldo - two of the best players in the world.",2,3,2,3,10,1.1569019181619515,0.2641509433962264,0.8690152168273926,0.004192352294921875
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"At the age of 32, Sweden skipper Zlatan Ibrahimovic may not have another opportunity to play in a World Cup finals.",3,1,0,0,3,1.169213826070194,0.4,0.8999223709106445,0.14052224159240723
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,And the tournament would represent a nadir in the Paris St-Germain striker's career. He has never scored at a finals having made two substitute appearances in 2002 and three starts in 2006.,0,9,8,9,4,0.9457790174897162,0.03773584905660377,0.8412106037139893,0.13329100608825684
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,They ended up scoring all six goals between them as Portugal won 4-2 on aggregate.,0,5,11,10,8,1.046478720650461,0.0,0.8389572501182556,0.03396010398864746
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"Former Inter Milan forward Ibrahimovic, who has played in two World Cups, scored eight times in qualifying, including the play-offs, and assisted another six goals - having a hand in 14 out of Sweden's 21 goals.",0,2,3,4,6,1.1600447679197459,0.25,0.8621482849121094,0.0585935115814209
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"He told Uefa's website: ""Why did we lose? To be honest, they were better than us. We should be proud. We couldn't have done better than we did.",0,7,12,5,5,1.0,0.0,0.8505814075469971,0.062017202377319336
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"""Of course, we could look back at our mistakes, but these things happen. They punished our mistakes. After making it 2-1 it felt like we were on a roll, our hopes grew, but unfortunately they made it 2-2 soon afterwards.""",0,12,9,11,9,0.5234864968751092,0.03278688524590164,0.8386345505714417,0.01694631576538086
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"Real Madrid forward Ronaldo, who has scored 34 goals in 24 games this season for club and country, said: ""I just did my job, as I have been doing lately. I always try to give my best - that is always my goal.""",0,10,10,8,11,0.887682783854907,0.03278688524590164,0.8419409990310669,0.000431060791015625
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"He is now Portugal's joint-top scorer, along with retired former Paris St-Germain striker Pauleta on 47.",0,11,6,12,12,0.8206430364703832,0.05263157894736842,0.8322712779045105,-0.025692224502563477
xsum__test__25014368__reference__0,Sweden captain Zlatan Ibrahimovic says the World Cup is not worth watching without him after their play-off loss.,"""It was not a priority for me to break Pauleta's record,"" the 28-year-old said. ""I knew Portugal needed me and I stuck to the task at hand. Now we have some time to rest and to do our best for our clubs before starting to think about the World Cup finals.""",0,6,5,6,7,1.0384069396484783,0.1095890410958904,0.8482502102851868,0.03900337219238281
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.",Neotrogla females insert the erectile organs into males' vagina-like openings.,2,7,8,10,5,0.9414979774343217,0.125,0.8470573425292969,0.06687664985656738
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","The elaborate structure, dubbed a ""gynosome"", is used to suck out sperm and nutritious seminal fluids.",2,11,11,9,6,0.8196343536450265,0.05405405405405405,0.8492625951766968,0.034681081771850586
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","Copulation lasts an impressive 40-70 hours, the researchers report in Current Biology.",0,10,7,6,3,0.8803582112366914,0.17647058823529413,0.8598863482475281,0.23589468002319336
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","""Although sex-role reversal has been identified in several different animals, Neotrogla is the only example in which the intromittent organ is also reversed,"" said lead author Kazunori Yoshizawa from Hokkaido University in Japan.",2,5,1,7,1,1.0121897499533363,0.2545454545454545,0.859352171421051,0.44339752197265625
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.",The gender-bending insects were found in a cave in eastern Brazil and represent four distinct species in the Neotrogla genus.,2,0,4,0,0,1.208238735808436,0.19047619047619047,0.8803905844688416,0.6727361679077148
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","Once inside a male, the membranous part of the female gynosome inflates. It has numerous spines which anchor the two insects together.",0,1,6,11,10,1.1966838293210997,0.18604651162790697,0.845272958278656,-0.019783496856689453
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","When the researchers attempted to pull a male and female apart, the male's abdomen was ripped from the thorax without breaking the genital coupling.",0,3,10,5,9,1.0234246174638069,0.08695652173913043,0.8614713549613953,-0.004019498825073242
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","The unusual role reversal may have been driven by the resource-poor cave environment in which the bugs live, the researchers speculate.",0,9,3,1,11,0.9117166936915105,0.23255813953488372,0.8718228340148926,-0.02108025550842285
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","Copulation provides a female with food as well as sperm - so it is advantageous for her to mate at a higher rate, they note.",0,4,9,8,4,1.0153558488025454,0.08888888888888889,0.8567136526107788,0.09036135673522949
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","The curious insects offer new opportunities to test ideas about sexual selection, conflict between the sexes, and the evolution of novelty.",0,8,5,3,7,0.9187134736748588,0.19047619047619047,0.8646608591079712,0.030391216278076172
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","""It will be important to unveil why, among many sex-role-reversed animals, only Neotrogla evolved the elaborated female penis,"" said Yoshitaka Kamimura from Keio University in Japan.",2,2,2,4,2,1.0965758748189844,0.24489795918367344,0.8646203279495239,0.2818868160247803
xsum__train__27056809__reference__0,"Female insects with ""penises"" have been discovered in Brazil - the first example of an animal with sex-reversed genitalia, scientists say.","Their first task, they say, is to establish a healthy population of the insects in the lab.",0,6,0,2,8,0.9756106341493861,0.31578947368421056,0.8715492486953735,0.011389732360839844
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,11 May 2014 Last updated at 11:24 BST,0,2,4,5,4,1.0,0.0,0.7792336344718933,0.12778282165527344
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,"Hundreds of volunteer builders gathered in the city centre to make the tower, using 1,000 cardboard bricks.",3,1,0,0,0,1.0235976943196008,0.20689655172413793,0.8960468769073486,9.104681015014648
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,The People's Tower community art event was created to mark the opening weekend of the annual Norfolk and Norwich Festival.,3,4,1,1,1,0.9956125997948206,0.125,0.8786157369613647,2.7471885681152344
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,The tower is 22 metres tall and is designed to look like the St Peter Mancroft Church tower.,3,0,2,2,2,1.139121334307629,0.06896551724137931,0.8651761412620544,1.7927436828613281
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,It took more than eight hours to complete and was held together by more than eight miles of packing tape.,0,3,3,3,5,1.0,0.06451612903225806,0.8636804223060608,-0.7236242294311523
xsum__validation__27360980__reference__0,A church made of cardboard boxes has been built in Norwich.,It was designed by French artist Olivier GrossetÃªte.,0,5,5,4,3,0.841668371577957,0.0,0.8367929458618164,0.39818477630615234
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"The test version of the Orion capsule touched down safely in the Arizona desert after being dropped from a C-17 military aircraft at 10.6km (35,000ft).",2,5,4,9,1,0.9806442577884753,0.25,0.8616249561309814,0.21672415733337402
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,The US space agency said Wednesday's test was the closest to simulating a real return to Earth.,1,3,6,2,0,1.1256725174235316,0.2105263157894737,0.8785022497177124,0.5235843658447266
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,Orion is designed to replace the shuttle as America's manned space transport system.,0,2,7,5,2,1.136009351263545,0.1764705882352941,0.873422384262085,0.17592477798461914
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"""We've put the parachutes through their paces in ground and airdrop testing in just about every conceivable way,"" said Orion's programme manager Mark Geyer.",1,8,8,7,6,0.8167110695987564,0.17391304347826086,0.8644169569015503,-0.03042125701904297
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"""The series of tests has proven the system and will help ensure crew and mission safety for our astronauts in the future.""",0,9,0,1,8,0.6580606100519412,0.3333333333333333,0.8820121884346008,-0.0538938045501709
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"Nasa is preparing Orion for its first trip to space in December, a two-hour, four-orbit flight that will send an unmanned version of the spacecraft more than 5,700km (3,600 miles) into space.",0,1,2,8,9,1.1545299350931524,0.2857142857142857,0.862480878829956,-0.08241009712219238
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,It will then be returned to Earth to test the performance of many of the craft's critical systems.,0,7,3,3,7,0.9220336816145529,0.25641025641025644,0.8782117962837219,-0.040560007095336914
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"In the latest test, over the US Army's Yuma Proving Ground, engineers put additional stresses on the parachutes by allowing the test craft to ""free fall"" for 10 seconds, which increased the vehicle's speed and aerodynamic pressure.",0,4,9,6,5,0.9848179354999792,0.1694915254237288,0.8662674427032471,0.005186319351196289
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"After the free fall, Orion's parachutes deployed, pulling away the spacecraft's forward bay cover, which is critical to the rest of the system performing as required.",0,6,1,4,4,0.9311667350457968,0.2916666666666667,0.8768031001091003,0.009608030319213867
xsum__train__28040681__reference__0,Nasa says the most difficult test yet of the parachute system for its Orion spacecraft has gone without a hitch.,"The test marked the last time the entire parachute sequence will be tested before Orion launches on its first space flight test, called EFT-1, later this year.",0,0,5,0,3,1.2903539066202903,0.25,0.8852705359458923,0.08592486381530762
xsum__train__28841918__reference__0,New laws to crack down on drivers who abuse disabled parking have been passed by the Scottish Parliament.,"The legislation aims to deal with the hundreds of drivers said to be misusing blue badges, by giving councils powers to confiscate and cancel them.",2,4,2,0,0,0.9878746153016185,0.18604651162790697,0.8966317772865295,0.8979039192199707
xsum__train__28841918__reference__0,New laws to crack down on drivers who abuse disabled parking have been passed by the Scottish Parliament.,"The Disabled Persons' Parking Badges Bill was brought forward by SNP MSP Dennis Robertson, who is blind.",1,6,0,2,2,0.7448879824426542,0.28571428571428575,0.8842480778694153,0.2715108394622803
xsum__train__28841918__reference__0,New laws to crack down on drivers who abuse disabled parking have been passed by the Scottish Parliament.,"He said abuse of the system was a growing problem and had become ""unacceptable"".",0,3,3,6,4,1.0,0.125,0.8741060495376587,0.09107351303100586
xsum__train__28841918__reference__0,New laws to crack down on drivers who abuse disabled parking have been passed by the Scottish Parliament.,"There are 245,000 legitimate blue badge holders in Scotland, and Holyrood's local government committee said misuse of the blue badge scheme was having a ""major impact"" on the lives of people who rely on disabled parking spaces.",1,0,1,1,3,1.271509293919897,0.21052631578947367,0.885773777961731,0.19770193099975586
